# Samples from Claire Morraine (unpublished)
# eq = emerging queen; oq = old queen; ew = emerging worker; ow = old worker
#
Fe	MO	oldQueen	4	CpGhsm	../MCALLS/Fe/Old/OldQueen/replicate4/Fexs-OQ4.CpGhsm.mcalls
Fe	MO	oldQueen	4	CpGscd	../MCALLS/Fe/Old/OldQueen/replicate4/Fexs-OQ4.CpGscd.mcalls
Fe	MO	oldQueen	5	CpGhsm	../MCALLS/Fe/Old/OldQueen/replicate5/Fexs-OQ5.CpGhsm.mcalls
Fe	MO	oldQueen	5	CpGscd	../MCALLS/Fe/Old/OldQueen/replicate5/Fexs-OQ5.CpGscd.mcalls

Fe	MO	emergingWorker	1	CpGhsm	../MCALLS/Fe/Emerging/EmergingWorker/replicate1/Fexs-EW1.CpGhsm.mcalls
Fe	MO	emergingWorker	1	CpGscd	../MCALLS/Fe/Emerging/EmergingWorker/replicate1/Fexs-EW1.CpGscd.mcalls
Fe	MO	emergingWorker	2	CpGhsm	../MCALLS/Fe/Emerging/EmergingWorker/replicate2/Fexs-EW2.CpGhsm.mcalls
Fe	MO	emergingWorker	2	CpGscd	../MCALLS/Fe/Emerging/EmergingWorker/replicate2/Fexs-EW2.CpGscd.mcalls
Fe	MO	emergingWorker	3	CpGhsm	../MCALLS/Fe/Emerging/EmergingWorker/replicate3/Fexs-EW3.CpGhsm.mcalls
Fe	MO	emergingWorker	3	CpGscd	../MCALLS/Fe/Emerging/EmergingWorker/replicate3/Fexs-EW3.CpGscd.mcalls
Fe	MO	emergingWorker	4	CpGhsm	../MCALLS/Fe/Emerging/EmergingWorker/replicate4/Fexs-EW4.CpGhsm.mcalls
Fe	MO	emergingWorker	4	CpGscd	../MCALLS/Fe/Emerging/EmergingWorker/replicate4/Fexs-EW4.CpGscd.mcalls
Fe	MO	emergingWorker	5	CpGhsm	../MCALLS/Fe/Emerging/EmergingWorker/replicate5/Fexs-EW5.CpGhsm.mcalls
Fe	MO	emergingWorker	5	CpGscd	../MCALLS/Fe/Emerging/EmergingWorker/replicate5/Fexs-EW5.CpGscd.mcalls
Fe	MO	emergingWorker	6	CpGhsm	../MCALLS/Fe/Emerging/EmergingWorker/replicate6/Fexs-EW6.CpGhsm.mcalls
Fe	MO	emergingWorker	6	CpGscd	../MCALLS/Fe/Emerging/EmergingWorker/replicate6/Fexs-EW6.CpGscd.mcalls

Fe	MO	oldWorker	1	CpGhsm	../MCALLS/Fe/Old/OldWorker/replicate1/Fexs-OW1.CpGhsm.mcalls
Fe	MO	oldWorker	1	CpGscd	../MCALLS/Fe/Old/OldWorker/replicate1/Fexs-OW1.CpGscd.mcalls
#Fe	MO	oldWorker	2	CpGhsm	../MCALLS/Fe/Old/OldWorker/replicate2/Fexs-OW2.CpGhsm.mcalls
#Fe	MO	oldWorker	2	CpGscd	../MCALLS/Fe/Old/OldWorker/replicate2/Fexs-OW2.CpGscd.mcalls
#Fe	MO	oldWorker	3	CpGhsm	../MCALLS/Fe/Old/OldWorker/replicate3/Fexs-OW3.CpGhsm.mcalls
#Fe	MO	oldWorker	3	CpGscd	../MCALLS/Fe/Old/OldWorker/replicate3/Fexs-OW3.CpGscd.mcalls
Fe	MO	oldWorker	4	CpGhsm	../MCALLS/Fe/Old/OldWorker/replicate4/Fexs-OW4.CpGhsm.mcalls
Fe	MO	oldWorker	4	CpGscd	../MCALLS/Fe/Old/OldWorker/replicate4/Fexs-OW4.CpGscd.mcalls
Fe	MO	oldWorker	5	CpGhsm	../MCALLS/Fe/Old/OldWorker/replicate5/Fexs-OW5.CpGhsm.mcalls
Fe	MO	oldWorker	5	CpGscd	../MCALLS/Fe/Old/OldWorker/replicate5/Fexs-OW5.CpGscd.mcalls
Fe	MO	oldWorker	6	CpGhsm	../MCALLS/Fe/Old/OldWorker/replicate6/Fexs-OW6.CpGhsm.mcalls
Fe	MO	oldWorker	6	CpGscd	../MCALLS/Fe/Old/OldWorker/replicate6/Fexs-OW6.CpGscd.mcalls
Fe	MO	oldWorker	7	CpGhsm	../MCALLS/Fe/Old/OldWorker/replicate7/Fexs-OW7.CpGhsm.mcalls
Fe	MO	oldWorker	7	CpGscd	../MCALLS/Fe/Old/OldWorker/replicate7/Fexs-OW7.CpGscd.mcalls
